Time,Data1,Data2,Data3
2021-3-4-11-57-41,30,72,84
2021-3-4-11-57-42,29,70,84
2021-3-4-11-57-43,28,72,87
2021-3-4-11-57-44,29,74,87
2021-3-4-11-57-45,27,71,85
2021-3-4-11-57-46,25,73,85
2021-3-4-11-57-47,25,72,86
2021-3-4-11-57-48,25,73,86
2021-3-4-11-57-49,25,72,88
2021-3-4-11-57-50,25,70,86
2021-3-4-11-57-51,22,72,87
2021-3-4-11-57-52,24,70,86
2021-3-4-11-57-53,25,67,84
2021-3-4-11-57-54,22,67,81
2021-3-4-11-57-55,24,64,81
2021-3-4-11-57-56,22,62,84
2021-3-4-11-57-57,19,61,83
2021-3-4-11-57-58,21,62,85
2021-3-4-11-57-59,18,61,88
2021-3-4-11-58-0,17,64,88
2021-3-4-11-58-1,14,67,87
2021-3-4-11-58-2,13,67,87
2021-3-4-11-58-3,11,66,89
2021-3-4-11-58-4,11,69,91
2021-3-4-11-58-5,9,70,94
2021-3-4-11-58-6,12,71,94
2021-3-4-11-58-7,14,74,94
2021-3-4-11-58-8,12,75,93
2021-3-4-11-58-9,10,78,92
2021-3-4-11-58-10,12,81,92
2021-3-4-11-58-11,11,79,93
2021-3-4-11-58-12,13,77,93
2021-3-4-11-58-13,16,80,92
2021-3-4-11-58-14,16,79,89
2021-3-4-11-58-15,18,79,92
2021-3-4-11-58-16,17,76,91
2021-3-4-11-58-17,19,78,94
2021-3-4-11-58-18,19,76,92
2021-3-4-11-58-19,21,73,89
2021-3-4-11-58-20,23,72,88
2021-3-4-11-58-21,20,69,90
2021-3-4-11-58-22,22,67,90
2021-3-4-11-58-23,24,68,92
2021-3-4-11-58-24,27,70,89
2021-3-4-11-58-25,24,68,90
2021-3-4-11-58-26,22,67,88
2021-3-4-11-58-27,20,64,89
2021-3-4-11-58-28,20,65,86
2021-3-4-11-58-29,22,63,87
2021-3-4-11-58-30,19,64,86
2021-3-4-11-58-31,19,66,87
2021-3-4-11-58-32,22,63,85
2021-3-4-11-58-33,20,60,83
2021-3-4-11-58-34,22,63,80
2021-3-4-11-58-35,25,65,81
2021-3-4-11-58-36,23,65,82
2021-3-4-11-58-37,20,62,84
2021-3-4-11-58-38,22,63,81
2021-3-4-11-58-39,20,64,79
2021-3-4-11-58-40,21,63,81
2021-3-4-11-58-41,24,66,83
2021-3-4-11-58-42,25,63,81
2021-3-4-11-58-43,28,61,81
2021-3-4-11-58-44,26,61,78
2021-3-4-11-58-45,25,58,80
2021-3-4-11-58-46,26,55,78
2021-3-4-11-58-47,25,56,77
2021-3-4-11-58-48,25,59,74
2021-3-4-11-58-49,27,56,75
2021-3-4-11-58-50,29,55,75
2021-3-4-11-58-51,32,56,75
2021-3-4-11-58-52,32,58,74
2021-3-4-11-58-53,32,56,77
2021-3-4-11-58-54,35,54,77
2021-3-4-11-58-55,37,56,75
2021-3-4-11-58-56,40,53,73
2021-3-4-11-58-57,40,52,72
2021-3-4-11-58-58,39,55,71
2021-3-4-11-58-59,42,52,71
2021-3-4-11-59-0,45,53,71
2021-3-4-11-59-1,43,56,70
2021-3-4-11-59-2,42,56,69
2021-3-4-11-59-3,39,55,71
2021-3-4-11-59-4,38,55,68
2021-3-4-11-59-5,40,56,67
2021-3-4-11-59-6,43,53,64
2021-3-4-11-59-7,41,54,64
2021-3-4-11-59-8,41,55,66
2021-3-4-11-59-9,38,58,69
2021-3-4-11-59-10,36,58,67
2021-3-4-11-59-11,34,57,64
2021-3-4-11-59-12,31,58,64
2021-3-4-11-59-13,31,57,63
2021-3-4-11-59-14,34,56,64
2021-3-4-11-59-15,35,53,67
2021-3-4-11-59-16,37,56,69
2021-3-4-11-59-17,40,58,71
2021-3-4-11-59-18,43,55,69
2021-3-4-11-59-19,41,57,68
2021-3-4-11-59-20,39,57,69
2021-3-4-11-59-21,41,59,71
2021-3-4-11-59-22,38,62,69
2021-3-4-11-59-23,39,62,70
2021-3-4-11-59-24,38,65,72
2021-3-4-11-59-25,39,67,75
2021-3-4-11-59-26,42,69,77
2021-3-4-11-59-27,45,71,78
2021-3-4-11-59-28,43,70,78
2021-3-4-11-59-29,41,71,78
2021-3-4-11-59-30,44,68,78
2021-3-4-11-59-31,44,66,81
2021-3-4-11-59-32,44,66,83
2021-3-4-11-59-33,44,63,85
2021-3-4-11-59-34,44,64,88
2021-3-4-11-59-35,44,67,86
2021-3-4-11-59-36,44,65,86
2021-3-4-11-59-37,46,65,85
2021-3-4-11-59-38,45,63,86
2021-3-4-11-59-39,43,66,84
2021-3-4-11-59-40,43,69,82
2021-3-4-11-59-41,45,67,79
2021-3-4-11-59-42,45,65,78
2021-3-4-11-59-43,46,66,80
2021-3-4-11-59-44,47,65,78
2021-3-4-11-59-45,46,68,75
2021-3-4-11-59-46,47,71,74
2021-3-4-11-59-47,45,69,73
2021-3-4-11-59-48,47,67,74
2021-3-4-11-59-49,49,64,71
2021-3-4-11-59-50,52,66,74
2021-3-4-11-59-51,50,66,73
2021-3-4-11-59-52,49,69,74
2021-3-4-11-59-53,46,71,75
2021-3-4-11-59-54,44,72,74
2021-3-4-11-59-55,46,69,73
2021-3-4-11-59-56,49,70,73
2021-3-4-11-59-57,47,69,70
2021-3-4-11-59-58,46,69,72
2021-3-4-11-59-59,48,68,75
2021-3-4-12-0-0,46,69,73
2021-3-4-12-0-1,47,68,71
2021-3-4-12-0-2,45,68,69
2021-3-4-12-0-3,43,68,72
2021-3-4-12-0-4,44,65,75
2021-3-4-12-0-5,43,65,72
2021-3-4-12-0-6,43,68,72
2021-3-4-12-0-7,45,66,75
2021-3-4-12-0-8,47,63,76
2021-3-4-12-0-9,50,63,76
2021-3-4-12-0-10,48,66,78
2021-3-4-12-0-11,48,63,75
2021-3-4-12-0-12,50,60,74
2021-3-4-12-0-13,47,63,74
2021-3-4-12-0-14,48,61,71
2021-3-4-12-0-15,45,62,74
2021-3-4-12-0-16,46,61,73
2021-3-4-12-0-17,48,58,74
2021-3-4-12-0-18,47,60,73
2021-3-4-12-0-19,48,59,76
2021-3-4-12-0-20,47,58,79
2021-3-4-12-0-21,50,58,78
2021-3-4-12-0-22,51,61,77
2021-3-4-12-0-23,52,61,76
2021-3-4-12-0-24,49,60,78
2021-3-4-12-0-25,46,59,79
2021-3-4-12-0-26,43,60,80
2021-3-4-12-0-27,46,63,83
2021-3-4-12-0-28,48,60,80
2021-3-4-12-0-29,47,58,77
2021-3-4-12-0-30,47,56,77
2021-3-4-12-0-31,50,56,77
2021-3-4-12-0-32,49,57,79
2021-3-4-12-0-33,50,60,82
2021-3-4-12-0-34,53,61,80
2021-3-4-12-0-35,55,64,78
2021-3-4-12-0-36,53,66,78
2021-3-4-12-0-37,52,69,77
2021-3-4-12-0-38,49,72,77
2021-3-4-12-0-39,49,75,79
2021-3-4-12-0-40,48,73,81
2021-3-4-12-0-41,46,74,79
2021-3-4-12-0-42,47,72,77
2021-3-4-12-0-43,49,69,80
2021-3-4-12-0-44,46,68,81
2021-3-4-12-0-45,44,71,81
2021-3-4-12-0-46,43,74,79
2021-3-4-12-0-47,43,71,80
2021-3-4-12-0-48,45,74,80
2021-3-4-12-0-49,42,71,80
2021-3-4-12-0-50,44,69,77
2021-3-4-12-0-51,42,72,78
2021-3-4-12-0-52,44,71,75
2021-3-4-12-0-53,45,71,77
2021-3-4-12-0-54,45,69,74
2021-3-4-12-0-55,48,71,73
2021-3-4-12-0-56,51,71,71
2021-3-4-12-0-57,51,70,72
2021-3-4-12-0-58,52,67,75
2021-3-4-12-0-59,52,68,74
2021-3-4-12-1-0,49,67,71
2021-3-4-12-1-1,47,65,72
2021-3-4-12-1-2,46,63,73
2021-3-4-12-1-3,46,61,72
2021-3-4-12-1-4,47,58,71
2021-3-4-12-1-5,47,60,70
2021-3-4-12-1-6,48,57,73
2021-3-4-12-1-7,51,58,75
2021-3-4-12-1-8,49,60,75
2021-3-4-12-1-9,52,60,78
2021-3-4-12-1-10,53,57,80
2021-3-4-12-1-11,51,60,80
2021-3-4-12-1-12,51,58,83
2021-3-4-12-1-13,51,59,82
2021-3-4-12-1-14,54,59,79
2021-3-4-12-1-15,51,60,78
2021-3-4-12-1-16,53,61,77
2021-3-4-12-1-17,52,58,79
2021-3-4-12-1-18,53,56,76
2021-3-4-12-1-19,52,58,75
2021-3-4-12-1-20,51,60,75
2021-3-4-12-1-21,52,60,78
2021-3-4-12-1-22,55,57,77
2021-3-4-12-1-23,54,54,75
2021-3-4-12-1-24,57,51,72
2021-3-4-12-1-25,56,51,71
2021-3-4-12-1-26,58,53,74
2021-3-4-12-1-27,57,54,76
2021-3-4-12-1-28,55,56,74
2021-3-4-12-1-29,56,59,71
2021-3-4-12-1-30,59,57,68
2021-3-4-12-1-31,58,57,71
2021-3-4-12-1-32,55,57,73
2021-3-4-12-1-33,58,57,74
2021-3-4-12-1-34,61,58,71
2021-3-4-12-1-35,63,58,73
2021-3-4-12-1-36,61,56,76
2021-3-4-12-1-37,63,55,78
2021-3-4-12-1-38,62,56,77
2021-3-4-12-1-39,59,54,79
2021-3-4-12-1-40,60,57,78
2021-3-4-12-1-41,61,56,75
2021-3-4-12-1-42,63,59,74
2021-3-4-12-1-43,63,61,71
2021-3-4-12-1-44,61,60,74
2021-3-4-12-1-45,59,59,74
2021-3-4-12-1-46,57,58,75
2021-3-4-12-1-47,54,59,73
2021-3-4-12-1-48,52,58,71
2021-3-4-12-1-49,50,60,74
2021-3-4-12-1-50,48,63,72
2021-3-4-12-1-51,50,63,72
2021-3-4-12-1-52,51,63,69
2021-3-4-12-1-53,50,61,72
2021-3-4-12-1-54,53,62,70
2021-3-4-12-1-55,55,63,69
2021-3-4-12-1-56,52,60,66
2021-3-4-12-1-57,50,60,67
2021-3-4-12-1-58,51,63,70
2021-3-4-12-1-59,54,64,67
2021-3-4-12-2-0,51,62,64
2021-3-4-12-2-1,48,65,61
2021-3-4-12-2-2,45,62,60
2021-3-4-12-2-3,43,65,59
2021-3-4-12-2-4,40,68,57
2021-3-4-12-2-5,37,69,54
2021-3-4-12-2-6,35,69,57
2021-3-4-12-2-7,32,71,58
2021-3-4-12-2-8,35,68,60
2021-3-4-12-2-9,38,69,61
2021-3-4-12-2-10,36,66,59
2021-3-4-12-2-11,35,66,61
2021-3-4-12-2-12,34,68,61
2021-3-4-12-2-13,36,71,64
2021-3-4-12-2-14,35,69,67
2021-3-4-12-2-15,38,71,70
2021-3-4-12-2-16,38,69,68
2021-3-4-12-2-17,37,69,68
2021-3-4-12-2-18,39,72,70
2021-3-4-12-2-19,38,71,73
2021-3-4-12-2-20,39,72,74
2021-3-4-12-2-21,36,73,72
2021-3-4-12-2-22,35,73,75
2021-3-4-12-2-23,38,75,74
2021-3-4-12-2-24,35,72,75
2021-3-4-12-2-25,35,75,73
2021-3-4-12-2-26,32,73,74
2021-3-4-12-2-27,30,70,76
2021-3-4-12-2-28,32,68,79
2021-3-4-12-2-29,30,69,76
2021-3-4-12-2-30,31,69,73
2021-3-4-12-2-31,34,71,75
2021-3-4-12-2-32,34,70,73
2021-3-4-12-2-33,37,68,73
2021-3-4-12-2-34,36,68,74
2021-3-4-12-2-35,33,68,71
2021-3-4-12-2-36,36,71,71
2021-3-4-12-2-37,36,71,73
2021-3-4-12-2-38,35,73,74
2021-3-4-12-2-39,33,75,71
2021-3-4-12-2-40,30,78,68
2021-3-4-12-2-41,30,81,65
2021-3-4-12-2-42,31,78,66
2021-3-4-12-2-43,34,81,64
2021-3-4-12-2-44,35,79,62
2021-3-4-12-2-45,38,80,60
2021-3-4-12-2-46,36,79,59
2021-3-4-12-2-47,38,76,61
2021-3-4-12-2-48,37,75,61
2021-3-4-12-2-49,36,77,62
2021-3-4-12-2-50,33,76,65
2021-3-4-12-2-51,33,76,62
2021-3-4-12-2-52,31,76,61
2021-3-4-12-2-53,28,73,59
2021-3-4-12-2-54,29,71,62
2021-3-4-12-2-55,32,69,60
2021-3-4-12-2-56,29,72,58
2021-3-4-12-2-57,26,71,55
2021-3-4-12-2-58,27,71,52
2021-3-4-12-2-59,30,70,52
2021-3-4-12-3-0,28,73,51
2021-3-4-12-3-1,26,74,53
2021-3-4-12-3-2,24,71,55
2021-3-4-12-3-3,27,69,57
2021-3-4-12-3-4,25,70,60
2021-3-4-12-3-5,28,67,59
2021-3-4-12-3-6,25,65,62
2021-3-4-12-3-7,24,62,64
2021-3-4-12-3-8,27,65,65
2021-3-4-12-3-9,26,64,65
2021-3-4-12-3-10,27,65,65
2021-3-4-12-3-11,29,68,64
2021-3-4-12-3-12,30,65,63
2021-3-4-12-3-13,33,64,61
2021-3-4-12-3-14,32,67,64
2021-3-4-12-3-15,29,64,62
2021-3-4-12-3-16,32,63,63
2021-3-4-12-3-17,35,63,61
2021-3-4-12-3-18,34,64,62
2021-3-4-12-3-19,34,67,61
2021-3-4-12-3-20,34,65,63
2021-3-4-12-3-21,31,64,63
2021-3-4-12-3-22,30,63,61
2021-3-4-12-3-23,33,60,63
2021-3-4-12-3-24,32,58,60
2021-3-4-12-3-25,33,59,61
2021-3-4-12-3-26,32,60,63
2021-3-4-12-3-27,33,59,66
2021-3-4-12-3-28,34,59,64
2021-3-4-12-3-29,35,61,67
2021-3-4-12-3-30,34,63,68
2021-3-4-12-3-31,31,60,69
2021-3-4-12-3-32,34,60,66
2021-3-4-12-3-33,35,63,69
2021-3-4-12-3-34,38,60,67
2021-3-4-12-3-35,37,63,64
2021-3-4-12-3-36,36,65,61
2021-3-4-12-3-37,35,68,61
2021-3-4-12-3-38,33,68,58
2021-3-4-12-3-39,32,71,55
2021-3-4-12-3-40,31,74,54
2021-3-4-12-3-41,30,77,51
2021-3-4-12-3-42,30,80,52
2021-3-4-12-3-43,27,83,54
2021-3-4-12-3-44,29,86,53
2021-3-4-12-3-45,30,85,50
2021-3-4-12-3-46,30,86,53
2021-3-4-12-3-47,32,88,54
2021-3-4-12-3-48,33,89,56
2021-3-4-12-3-49,32,89,53
2021-3-4-12-3-50,29,90,56
2021-3-4-12-3-51,30,93,54
2021-3-4-12-3-52,29,93,56
2021-3-4-12-3-53,26,93,57
2021-3-4-12-3-54,28,95,58
2021-3-4-12-3-55,28,95,55
2021-3-4-12-3-56,30,96,52
2021-3-4-12-3-57,33,99,55
2021-3-4-12-3-58,36,99,58
2021-3-4-12-3-59,37,99,59
2021-3-4-12-4-0,35,100,58
2021-3-4-12-4-1,37,98,59
2021-3-4-12-4-2,38,95,59
2021-3-4-12-4-3,39,93,61
2021-3-4-12-4-4,40,91,60
2021-3-4-12-4-5,37,94,62
2021-3-4-12-4-6,39,96,63
2021-3-4-12-4-7,41,99,60
2021-3-4-12-4-8,42,100,59
2021-3-4-12-4-9,41,98,59
2021-3-4-12-4-10,43,98,61
2021-3-4-12-4-11,44,99,63
2021-3-4-12-4-12,42,98,60
2021-3-4-12-4-13,42,97,62
2021-3-4-12-4-14,44,96,62
2021-3-4-12-4-15,46,99,62
2021-3-4-12-4-16,47,100,65
2021-3-4-12-4-17,45,98,67
2021-3-4-12-4-18,42,97,67
2021-3-4-12-4-19,41,99,69
2021-3-4-12-4-20,40,98,71
2021-3-4-12-4-21,38,98,68
2021-3-4-12-4-22,41,100,70
2021-3-4-12-4-23,42,97,68
2021-3-4-12-4-24,44,95,69
2021-3-4-12-4-25,45,95,66
2021-3-4-12-4-26,42,96,65
2021-3-4-12-4-27,40,96,66
2021-3-4-12-4-28,42,99,64
2021-3-4-12-4-29,40,99,64
2021-3-4-12-4-30,41,98,61
2021-3-4-12-4-31,42,97,63
2021-3-4-12-4-32,44,94,65
2021-3-4-12-4-33,44,96,63
2021-3-4-12-4-34,45,95,62
2021-3-4-12-4-35,45,94,65
2021-3-4-12-4-36,44,92,62
2021-3-4-12-4-37,43,90,62
2021-3-4-12-4-38,44,89,64
2021-3-4-12-4-39,46,90,64
2021-3-4-12-4-40,49,89,63
2021-3-4-12-4-41,51,91,65
2021-3-4-12-4-42,49,93,62
2021-3-4-12-4-43,47,95,60
2021-3-4-12-4-44,47,96,61
2021-3-4-12-4-45,45,99,63
2021-3-4-12-4-46,48,97,63
2021-3-4-12-4-47,50,94,60
2021-3-4-12-4-48,50,92,58
2021-3-4-12-4-49,52,94,58
2021-3-4-12-4-50,54,94,57
2021-3-4-12-4-51,57,94,54
2021-3-4-12-4-52,56,95,54
2021-3-4-12-4-53,53,98,52
2021-3-4-12-4-54,50,100,55
2021-3-4-12-4-55,48,99,58
2021-3-4-12-4-56,48,97,57
2021-3-4-12-4-57,50,95,58
2021-3-4-12-4-58,47,94,57
2021-3-4-12-4-59,50,93,55
2021-3-4-12-5-0,48,90,56
2021-3-4-12-5-1,45,92,54
2021-3-4-12-5-2,45,92,51
2021-3-4-12-5-3,48,94,52
2021-3-4-12-5-4,46,91,53
2021-3-4-12-5-5,43,88,50
2021-3-4-12-5-6,43,85,53
2021-3-4-12-5-7,43,82,54
2021-3-4-12-5-8,40,81,57
2021-3-4-12-5-9,41,80,57
2021-3-4-12-5-10,42,77,59
2021-3-4-12-5-11,42,74,61
2021-3-4-12-5-12,42,77,58
2021-3-4-12-5-13,42,78,60
2021-3-4-12-5-14,41,75,63
2021-3-4-12-5-15,38,74,65
2021-3-4-12-5-16,35,72,66
2021-3-4-12-5-17,37,74,63
2021-3-4-12-5-18,40,75,63
2021-3-4-12-5-19,39,74,61
2021-3-4-12-5-20,40,74,64
2021-3-4-12-5-21,37,76,63
2021-3-4-12-5-22,35,77,65
2021-3-4-12-5-23,33,79,65
2021-3-4-12-5-24,30,79,66
2021-3-4-12-5-25,29,82,65
2021-3-4-12-5-26,26,81,66
2021-3-4-12-5-27,23,80,65
2021-3-4-12-5-28,26,82,65
2021-3-4-12-5-29,29,84,67
2021-3-4-12-5-30,28,83,66
2021-3-4-12-5-31,28,84,68
2021-3-4-12-5-32,28,82,71
2021-3-4-12-5-33,26,81,68
2021-3-4-12-5-34,24,78,65
2021-3-4-12-5-35,27,76,67
2021-3-4-12-5-36,26,74,68
2021-3-4-12-5-37,27,77,69
2021-3-4-12-5-38,24,75,68
2021-3-4-12-5-39,25,76,69
2021-3-4-12-5-40,22,73,67
2021-3-4-12-5-41,25,71,68
2021-3-4-12-5-42,28,73,70
2021-3-4-12-5-43,25,74,70
2021-3-4-12-5-44,23,73,67
2021-3-4-12-5-45,26,72,66
2021-3-4-12-5-46,25,71,68
2021-3-4-12-5-47,23,73,67
2021-3-4-12-5-48,25,72,68
2021-3-4-12-5-49,26,71,65
2021-3-4-12-5-50,24,74,64
2021-3-4-12-5-51,24,72,66
2021-3-4-12-5-52,21,69,65
2021-3-4-12-5-53,18,67,66
2021-3-4-12-5-54,20,65,68
2021-3-4-12-5-55,23,67,68
2021-3-4-12-5-56,24,70,71
2021-3-4-12-5-57,26,70,73
2021-3-4-12-5-58,28,73,71
2021-3-4-12-5-59,31,75,71
2021-3-4-12-6-0,28,75,74
2021-3-4-12-6-1,28,76,74
2021-3-4-12-6-2,29,74,73
2021-3-4-12-6-3,32,77,74
2021-3-4-12-6-4,32,79,77
2021-3-4-12-6-5,31,76,74
2021-3-4-12-6-6,33,74,77
2021-3-4-12-6-7,31,73,77
2021-3-4-12-6-8,31,76,75
2021-3-4-12-6-9,31,78,72
2021-3-4-12-6-10,33,80,72
2021-3-4-12-6-11,33,80,74
2021-3-4-12-6-12,35,78,72
2021-3-4-12-6-13,34,81,74
2021-3-4-12-6-14,37,81,71
2021-3-4-12-6-15,40,78,68
2021-3-4-12-6-16,42,75,65
2021-3-4-12-6-17,43,73,65
2021-3-4-12-6-18,43,75,65
2021-3-4-12-6-19,46,75,67
2021-3-4-12-6-20,44,78,68
2021-3-4-12-6-21,43,75,67
2021-3-4-12-6-22,40,76,70
2021-3-4-12-6-23,42,75,69
2021-3-4-12-6-24,44,77,67
2021-3-4-12-6-25,43,78,70
2021-3-4-12-6-26,43,80,68
2021-3-4-12-6-27,46,77,70
2021-3-4-12-6-28,48,74,69
2021-3-4-12-6-29,45,71,70
2021-3-4-12-6-30,43,68,68
2021-3-4-12-6-31,43,68,69
2021-3-4-12-6-32,44,69,71
2021-3-4-12-6-33,42,72,70
2021-3-4-12-6-34,40,69,71
2021-3-4-12-6-35,42,71,73
2021-3-4-12-6-36,39,73,76
2021-3-4-12-6-37,38,74,79
2021-3-4-12-6-38,40,71,80
2021-3-4-12-6-39,41,73,79
2021-3-4-12-6-40,43,74,80
2021-3-4-12-6-41,45,76,82
2021-3-4-12-6-42,42,78,84
2021-3-4-12-6-43,39,75,85
2021-3-4-12-6-44,37,78,82
2021-3-4-12-6-45,38,80,84
2021-3-4-12-6-46,40,79,81
2021-3-4-12-6-47,41,76,79
2021-3-4-12-6-48,41,79,76
2021-3-4-12-6-49,44,78,74
2021-3-4-12-6-50,47,80,73
2021-3-4-12-6-51,49,81,72
2021-3-4-12-6-52,52,80,69
2021-3-4-12-6-53,53,82,70
2021-3-4-12-6-54,55,80,72
2021-3-4-12-6-55,54,83,71
2021-3-4-12-6-56,51,86,69
2021-3-4-12-6-57,49,89,71
2021-3-4-12-6-58,46,89,71
2021-3-4-12-6-59,48,88,68
2021-3-4-12-7-0,47,87,70
2021-3-4-12-7-1,50,88,68
2021-3-4-12-7-2,48,85,69
2021-3-4-12-7-3,46,85,66
2021-3-4-12-7-4,46,87,69
2021-3-4-12-7-5,43,87,70
2021-3-4-12-7-6,46,89,67
2021-3-4-12-7-7,47,87,68
2021-3-4-12-7-8,50,86,66
2021-3-4-12-7-9,51,89,69
2021-3-4-12-7-10,49,89,71
2021-3-4-12-7-11,50,92,71
2021-3-4-12-7-12,48,93,73
2021-3-4-12-7-13,47,96,71
2021-3-4-12-7-14,45,97,74
2021-3-4-12-7-15,46,95,77
2021-3-4-12-7-16,48,95,75
2021-3-4-12-7-17,47,97,76
2021-3-4-12-7-18,50,94,73
2021-3-4-12-7-19,51,92,71
2021-3-4-12-7-20,51,89,74
2021-3-4-12-7-21,52,86,74
2021-3-4-12-7-22,51,84,73
2021-3-4-12-7-23,48,81,72
2021-3-4-12-7-24,45,79,69
2021-3-4-12-7-25,45,77,68
2021-3-4-12-7-26,47,76,68
2021-3-4-12-7-27,44,73,65
2021-3-4-12-7-28,46,74,66
2021-3-4-12-7-29,49,75,68
2021-3-4-12-7-30,47,76,66
2021-3-4-12-7-31,49,79,67
2021-3-4-12-7-32,47,81,69
2021-3-4-12-7-33,47,81,68
2021-3-4-12-7-34,47,79,71
2021-3-4-12-7-35,44,79,68
2021-3-4-12-7-36,41,79,65
2021-3-4-12-7-37,41,82,65
2021-3-4-12-7-38,41,80,63
2021-3-4-12-7-39,39,80,61
2021-3-4-12-7-40,37,79,60
2021-3-4-12-7-41,40,78,62
2021-3-4-12-7-42,42,79,62
2021-3-4-12-7-43,43,81,64
2021-3-4-12-7-44,45,82,61
2021-3-4-12-7-45,46,81,58
2021-3-4-12-7-46,44,78,60
2021-3-4-12-7-47,45,75,62
2021-3-4-12-7-48,44,74,60
2021-3-4-12-7-49,42,76,58
2021-3-4-12-7-50,43,77,59
2021-3-4-12-7-51,40,77,59
2021-3-4-12-7-52,42,77,57
2021-3-4-12-7-53,43,78,60
2021-3-4-12-7-54,40,76,57
2021-3-4-12-7-55,38,76,57
2021-3-4-12-7-56,41,74,60
2021-3-4-12-7-57,38,73,60
2021-3-4-12-7-58,37,72,60
2021-3-4-12-7-59,36,70,61
2021-3-4-12-8-0,37,72,62
2021-3-4-12-8-1,40,72,59
2021-3-4-12-8-2,43,74,61
2021-3-4-12-8-3,44,75,61
2021-3-4-12-8-4,42,74,59
2021-3-4-12-8-5,42,71,58
2021-3-4-12-8-6,41,68,55
2021-3-4-12-8-7,43,69,56
2021-3-4-12-8-8,40,70,56
2021-3-4-12-8-9,41,69,58
2021-3-4-12-8-10,41,66,55
2021-3-4-12-8-11,40,68,53
2021-3-4-12-8-12,43,65,54
2021-3-4-12-8-13,42,68,57
2021-3-4-12-8-14,45,69,58
2021-3-4-12-8-15,44,70,59
2021-3-4-12-8-16,44,70,58
2021-3-4-12-8-17,41,69,56
2021-3-4-12-8-18,38,66,59
2021-3-4-12-8-19,36,66,59
2021-3-4-12-8-20,38,64,57
2021-3-4-12-8-21,41,63,60
2021-3-4-12-8-22,39,65,62
2021-3-4-12-8-23,37,67,63
2021-3-4-12-8-24,39,68,62
2021-3-4-12-8-25,36,67,60
2021-3-4-12-8-26,33,66,62
2021-3-4-12-8-27,34,66,60
2021-3-4-12-8-28,35,65,60
2021-3-4-12-8-29,34,65,62
2021-3-4-12-8-30,36,68,59
2021-3-4-12-8-31,33,69,57
2021-3-4-12-8-32,33,67,58
2021-3-4-12-8-33,36,66,58
2021-3-4-12-8-34,38,63,55
2021-3-4-12-8-35,41,60,57
2021-3-4-12-8-36,41,57,59
2021-3-4-12-8-37,41,54,56
2021-3-4-12-8-38,38,53,59
2021-3-4-12-8-39,41,55,57
2021-3-4-12-8-40,40,53,57
2021-3-4-12-8-41,40,51,55
2021-3-4-12-8-42,38,53,56
2021-3-4-12-8-43,36,56,54
2021-3-4-12-8-44,36,53,51
2021-3-4-12-8-45,39,50,53
2021-3-4-12-8-46,39,50,50
2021-3-4-12-8-47,40,52,49
2021-3-4-12-8-48,37,50,49
2021-3-4-12-8-49,35,49,50
2021-3-4-12-8-50,34,52,52
2021-3-4-12-8-51,32,54,54
2021-3-4-12-8-52,33,56,54
2021-3-4-12-8-53,34,55,56
2021-3-4-12-8-54,33,56,53
2021-3-4-12-8-55,36,54,53
2021-3-4-12-8-56,34,57,54
2021-3-4-12-8-57,35,55,56
2021-3-4-12-8-58,32,53,55
2021-3-4-12-8-59,35,50,54
2021-3-4-12-9-0,35,50,56
2021-3-4-12-9-1,32,51,59
2021-3-4-12-9-2,33,49,62
2021-3-4-12-9-3,31,49,60
2021-3-4-12-9-4,33,47,60
2021-3-4-12-9-5,31,46,59
2021-3-4-12-9-6,28,49,62
2021-3-4-12-9-7,27,49,62
2021-3-4-12-9-8,26,48,62
2021-3-4-12-9-9,23,51,59
2021-3-4-12-9-10,25,48,56
2021-3-4-12-9-11,26,46,58
2021-3-4-12-9-12,28,46,57
2021-3-4-12-9-13,29,46,59
2021-3-4-12-9-14,31,47,61
2021-3-4-12-9-15,32,49,60
2021-3-4-12-9-16,29,50,59
2021-3-4-12-9-17,29,48,60
2021-3-4-12-9-18,31,47,57
2021-3-4-12-9-19,30,48,57
2021-3-4-12-9-20,28,49,60
2021-3-4-12-9-21,30,46,61
2021-3-4-12-9-22,33,47,60
2021-3-4-12-9-23,35,45,62
2021-3-4-12-9-24,34,45,62
2021-3-4-12-9-25,32,48,62
2021-3-4-12-9-26,34,51,59
2021-3-4-12-9-27,37,50,57
2021-3-4-12-9-28,36,48,57
2021-3-4-12-9-29,34,50,54
2021-3-4-12-9-30,33,51,57
2021-3-4-12-9-31,31,50,59
2021-3-4-12-9-32,32,47,57
2021-3-4-12-9-33,35,48,55
2021-3-4-12-9-34,38,47,52
2021-3-4-12-9-35,39,50,55
2021-3-4-12-9-36,38,48,56
2021-3-4-12-9-37,35,48,59
2021-3-4-12-9-38,35,50,59
2021-3-4-12-9-39,38,51,60
2021-3-4-12-9-40,39,50,63
2021-3-4-12-9-41,38,53,65
2021-3-4-12-9-42,41,56,66
2021-3-4-12-9-43,38,57,65
2021-3-4-12-9-44,40,59,62
2021-3-4-12-9-45,37,62,59
2021-3-4-12-9-46,34,61,61
2021-3-4-12-9-47,34,61,63
2021-3-4-12-9-48,31,61,60
2021-3-4-12-9-49,34,58,63
2021-3-4-12-9-50,36,58,65
2021-3-4-12-9-51,37,59,62
2021-3-4-12-9-52,37,56,59
2021-3-4-12-9-53,36,58,59
2021-3-4-12-9-54,34,61,59
2021-3-4-12-9-55,33,60,57
2021-3-4-12-9-56,31,62,58
